matchLinkId;teamAId;teamBId;kefs
2323150;5869;8436;[[1.49, 2.47], [1.52, 2.56], [1.49, 2.47], [1.51, 2.5], [1.48, 2.46], [1.47, 2.4], [1.4, 2.78], [1.5, 2.4], [1.5, 2.5]]
2323162;8135;8847;[[1.62, 2.19], [1.64, 2.28], [1.62, 2.19], [1.63, 2.21], [1.61, 2.2], [1.61, 2.18], [1.42, 2.49], [1.47, 2.4], [1.46, 2.55], [1.6, 2.2], [1.66, 2.1]]
2323052;8120;6137;[[2.65, 1.48], [3.1, 1.36], [3.58, 1.3], [3.1, 1.36], [3.1, 1.36], [3.5, 1.26], [3.1, 1.36], [3.46, 1.33], [3.04, 1.28], [3.84, 1.22], [3.2, 1.28], [3.4, 1.3]]
2322967;5009;7020;[[3.91, 1.26], [12.0, 1.64], [10.5, 2.71], [3.99, 1.21], [10.5, 2.6], [8.5, 1.05]]
2322968;7020;8209;[[1.65, 2.5], [1.26, 3.56], [1.32, 3.43], [1.14, 5.0], [1.58, 2.59]]
2323164;6902;4688;[[1.3, 3.4], [1.28, 3.47], [1.33, 3.36], [1.28, 3.47], [1.29, 3.5], [1.27, 3.45], [1.28, 3.47], [1.21, 4.02], [1.28, 3.01], [1.2, 4.13], [1.22, 3.8], [1.25, 3.75]]
2323165;8481;7718;[[1.25, 3.8], [1.33, 3.15], [1.25, 4.04], [1.33, 3.15], [1.34, 3.18], [1.27, 3.4], [1.33, 3.15], [1.24, 3.78], [1.2, 3.47], [1.24, 3.73], [1.28, 3.35], [1.28, 3.5]]
2323177;7187;7870;[[1.36, 2.94], [1.38, 3.07], [1.36, 2.94], [1.37, 2.97], [1.35, 2.93], [1.25, 3.18], [1.24, 3.22], [1.3, 3.26], [1.4, 2.75], [1.28, 3.5]]
2323163;7898;8847;[[1.29, 3.37], [1.31, 3.51], [1.29, 3.37], [1.3, 3.4], [1.29, 3.3], [1.28, 3.35], [1.28, 2.95], [1.16, 3.85], [1.23, 3.81], [1.25, 3.3]]
2323166;8504;8263;[[1.59, 2.3], [1.54, 2.39], [1.59, 2.38], [1.54, 2.38], [1.55, 2.41], [1.56, 2.3], [1.54, 2.38], [1.5, 2.44], [1.42, 2.51], [1.5, 2.44], [1.55, 2.3], [1.53, 2.37]]
2323178;7187;6652;[[1.78, 1.94], [1.77, 2.07], [1.78, 1.94], [1.8, 1.96], [1.78, 1.94], [1.66, 2.07], [1.64, 2.09], [1.66, 2.1], [1.75, 1.95], [1.83, 1.83]]
2323167;6343;4688;[[1.44, 2.7], [1.47, 2.56], [1.53, 2.53], [1.47, 2.56], [1.49, 2.59], [1.5, 2.45], [1.47, 2.56], [1.5, 2.32], [1.5, 2.44], [1.4, 2.75], [1.33, 3.25]]
2323179;8992;6762;[[2.02, 1.72], [2.26, 1.65], [2.02, 1.72], [2.04, 1.74], [2.01, 1.71], [2.14, 1.6], [2.25, 1.54], [2.16, 1.63], [2.2, 1.6], [2.25, 1.57]]
2322969;5009;8846;[[6.0, 2.15], [2.58, 1.45], [2.74, 1.46], [4.5, 1.16], [6.1, 2.12]]
2323197;7106;6290;[[2.45, 1.54], [2.38, 1.48], [2.42, 1.52], [2.42, 1.52], [2.42, 1.52]]
2322353;7653;7830;[[1.84, 1.88], [2.43, 1.57], [1.84, 1.88], [1.86, 1.9], [1.81, 1.91], [1.83, 1.87], [2.23, 1.56], [1.88, 1.83], [1.8, 1.92], [1.8, 1.9], [1.83, 1.83]]
2323173;8871;8051;[[2.19, 1.68], [2.31, 1.54], [2.23, 1.55], [2.36, 1.52], [2.1, 1.65], [2.1, 1.66]]
2323198;6211;6290;[[1.74, 2.05], [1.53, 2.39], [1.8, 2.04], [1.53, 2.39], [1.56, 2.38], [1.53, 2.39], [1.53, 2.26], [1.54, 2.35], [1.5, 2.3]]
2323104;9091;9102;[[2.27, 1.58], [2.36, 1.6], [2.27, 1.58], [2.29, 1.59], [2.35, 1.54], [2.26, 1.57], [2.63, 1.43], [2.33, 1.5], [2.64, 1.43], [2.62, 1.44]]
2323105;8874;8602;[[2.78, 1.4], [2.75, 1.46], [2.78, 1.4], [2.8, 1.41], [2.76, 1.39], [2.74, 1.4], [2.51, 1.42], [2.74, 1.4], [2.3, 1.55], [2.75, 1.4]]
2323108;8253;7217;[[3.48, 1.27], [2.69, 1.47], [3.48, 1.27], [2.45, 1.5], [2.48, 1.48], [2.77, 1.39], [3.07, 1.27], [2.67, 1.42], [2.55, 1.45], [2.37, 1.53]]
2323176;9127;9126;[[1.7, 2.07], [1.69, 2.05], [1.74, 1.96], [1.65, 2.1], [1.75, 1.95], [1.72, 2.0]]
2323106;5422;9038;[[1.3, 3.27], [1.33, 3.38], [1.3, 3.27], [1.31, 3.3], [1.37, 2.85], [1.29, 3.25], [1.16, 4.62], [1.15, 3.92], [1.16, 4.63], [1.35, 2.95], [1.36, 3.0]]
2323107;9103;8744;[[2.62, 1.44], [3.33, 1.33], [2.62, 1.44], [2.65, 1.46], [2.9, 1.37], [2.61, 1.43], [3.86, 1.23], [3.54, 1.19], [3.89, 1.22], [2.95, 1.35], [3.0, 1.36]]
2323211;9111;9074;[[2.01, 1.73], [2.06, 1.78], [2.01, 1.73], [2.03, 1.75], [2.0, 1.72], [2.0, 1.74], [2.0, 1.71], [2.02, 1.72]]
2323072;9102;8815;[[2.06, 1.7], [2.25, 1.65], [2.06, 1.7], [2.08, 1.71], [2.0, 1.74], [2.05, 1.69], [2.03, 1.71], [2.17, 1.59], [2.2, 1.61], [2.0, 1.72]]
2323193;6651;8481;[[1.55, 2.4], [1.48, 2.57], [1.54, 2.5], [1.48, 2.57], [1.48, 2.57], [1.44, 2.6], [1.48, 2.57], [1.43, 2.8], [1.35, 2.75], [1.39, 2.81], [1.45, 2.55], [1.44, 2.62]]
2323194;5929;5310;[[1.8, 1.97], [1.72, 2.09], [1.86, 1.95], [1.72, 2.09], [1.72, 2.09], [1.71, 2.05], [1.72, 2.09], [1.9, 1.84], [1.89, 1.82], [1.7, 2.05], [1.65, 2.1], [1.72, 2.0]]
2323195;7175;5378;[[1.57, 2.35], [1.51, 2.51], [1.45, 2.78], [1.51, 2.51], [1.51, 2.51], [1.41, 2.7], [1.51, 2.51], [1.46, 2.72], [1.42, 2.51], [1.38, 2.84], [1.45, 2.55], [1.53, 2.37]]
2323196;7668;7533;[[4.1, 1.22], [7.59, 1.08], [6.08, 1.13], [7.59, 1.08], [7.59, 1.08], [7.59, 1.08], [4.92, 1.17], [5.17, 1.06], [6.44, 1.08], [5.75, 1.1], [5.5, 1.12]]
2322795;7567;9037;[[2.2, 1.63], [2.11, 1.67], [2.2, 1.63], [2.22, 1.64], [2.1, 1.67], [2.2, 1.63], [2.13, 1.65], [2.0, 1.72]]
2323199;6651;5310;[[1.89, 1.89], [1.89, 1.89]]
2323200;7533;5378;[[1.78, 2.0], [1.54, 2.51], [1.78, 2.0], [1.78, 2.0], [1.78, 2.0], [1.64, 2.09], [1.7, 2.05]]
2323180;8847;8589;[[1.43, 2.64], [1.43, 2.85], [1.43, 2.64], [1.44, 2.66], [1.41, 2.7], [1.41, 2.61], [1.37, 2.89], [1.34, 2.76], [1.28, 3.35], [1.5, 2.4], [1.44, 2.62]]
2323181;6584;8537;[[1.86, 1.94], [1.88, 1.84], [1.9, 1.8], [1.75, 1.98], [1.85, 1.85], [2.0, 1.72]]
2323202;7668;7175;[[4.05, 1.24], [3.97, 1.23], [3.84, 1.27], [3.97, 1.23], [3.97, 1.23], [3.97, 1.23], [3.58, 1.19], [3.63, 1.18], [3.92, 1.22], [3.5, 1.22]]
2323201;8481;5929;[[2.65, 1.46], [2.56, 1.49], [3.0, 1.36], [2.56, 1.49], [2.56, 1.49], [2.8, 1.4], [2.56, 1.49], [2.76, 1.45], [3.04, 1.28], [3.45, 1.27], [2.7, 1.36]]
2323182;9137;9136;[[1.58, 2.18], [1.64, 2.15], [1.68, 2.21], [1.66, 2.1]]
2323190;6417;6419;[[1.21, 3.39], [1.18, 4.28]]
2323168;8504;9085;[[2.55, 1.46], [2.55, 1.52], [2.55, 1.46], [2.57, 1.48], [2.4, 1.51], [2.54, 1.46], [2.77, 1.34], [2.7, 1.36], [2.49, 1.48], [2.3, 1.55], [2.25, 1.57]]
2323191;6418;6417;[[2.99, 1.29]]
2323214;6211;6615;[[2.35, 1.57], [2.36, 1.55], [2.8, 1.44], [2.36, 1.55], [2.38, 1.56], [2.55, 1.46], [2.36, 1.55], [2.33, 1.56], [2.58, 1.4], [2.18, 1.62], [2.4, 1.5], [2.5, 1.5]]
2323215;7106;6290;[[2.4, 1.55], [2.6, 1.44], [2.68, 1.48], [2.6, 1.44], [2.63, 1.45], [2.75, 1.41], [2.6, 1.44], [2.38, 1.54], [2.93, 1.3], [2.93, 1.36], [2.55, 1.45], [2.75, 1.4]]
2323212;8297;8894;[[1.2, 4.64], [1.07, 5.2], [1.07, 5.1], [1.07, 6.93], [1.12, 5.25], [1.12, 5.5]]
2323216;7106;6615;[[3.2, 1.35], [3.25, 1.31], [3.25, 1.31], [3.28, 1.32], [3.25, 1.31], [2.66, 1.37], [2.86, 1.32], [2.66, 1.43]]
2323217;6211;6615;[[1.45, 2.64], [1.4, 2.95], [1.45, 2.64], [1.46, 2.66], [1.45, 2.64], [1.34, 2.79], [1.36, 2.91]]
2323213;8051;8728;[[4.14, 1.24], [3.9, 1.22], [3.64, 1.18], [3.8, 1.16], [4.66, 1.16], [4.75, 1.15], [4.33, 1.2]]
2323082;7552;8799;[[1.26, 3.91], [1.11, 4.42], [1.11, 4.35], [1.26, 3.47], [1.25, 3.55], [1.25, 3.75]]
2323203;6651;7175;[[1.73, 2.1], [1.76, 2.03], [1.7, 2.16], [1.76, 2.03], [1.76, 2.03], [1.64, 2.1], [1.76, 2.03], [1.87, 1.92], [1.66, 2.06], [1.7, 2.05], [1.65, 2.1], [1.53, 2.37]]
2323204;5378;5929;[[2.2, 1.67], [2.07, 1.73], [2.27, 1.64], [2.07, 1.73], [2.07, 1.73], [2.4, 1.52], [2.07, 1.73], [2.28, 1.63], [1.97, 1.73], [2.04, 1.7], [2.2, 1.6], [2.25, 1.57]]
2323083;7694;7511;[[2.11, 1.74], [1.73, 1.99], [1.71, 2.01], [1.7, 2.02], [1.9, 1.8], [1.83, 1.83]]
2323205;5310;7533;[[1.77, 2.05], [1.78, 2.0], [1.73, 2.12], [1.78, 2.0], [1.78, 2.0], [1.69, 2.05], [1.78, 2.0], [1.66, 2.22], [1.75, 1.96], [1.63, 2.16], [1.65, 2.0], [1.66, 2.1]]
2323206;6651;5929;[[1.84, 1.96], [1.85, 1.93], [1.92, 1.89], [1.88, 1.96], [1.85, 1.93], [1.85, 1.93], [1.89, 1.82], [1.72, 1.99], [1.79, 1.93], [1.8, 1.85], [1.8, 1.9]]
2323187;9141;9142;[[1.85, 1.85], [1.9, 1.91]]
2323218;7020;6094;[[1.88, 1.84], [1.81, 2.01], [1.88, 1.84], [1.9, 1.86], [1.8, 1.94], [1.87, 1.83], [1.7, 2.05], [1.74, 1.96], [1.94, 1.78], [1.85, 1.85], [1.83, 1.83]]
2323249;9140;9146;[[1.61, 2.17]]
2323234;6584;9137;[[1.5, 2.43], [1.47, 2.7], [1.5, 2.43], [1.51, 2.45], [1.48, 2.41], [1.35, 2.73], [1.46, 2.56], [1.5, 2.4], [1.36, 3.0]]
2323240;9144;5869;[[4.34, 1.19], [4.6, 1.17], [4.4, 1.21], [4.38, 1.2], [4.34, 1.19], [4.08, 1.14], [4.0, 1.14], [5.09, 1.13], [4.75, 1.15], [4.33, 1.2]]
2323241;8668;7517;[[1.38, 2.89], [1.38, 2.87], [1.38, 2.89], [1.39, 2.92], [1.38, 2.89], [1.26, 3.13], [1.25, 3.17], [1.27, 3.43], [1.3, 3.2], [1.36, 3.0]]
2323244;8627;6193;[[1.59, 2.16], [1.75, 1.96], [1.6, 2.2], [1.57, 2.25]]
2323245;6774;8633;[[1.44, 2.65], [1.58, 2.28], [1.44, 2.65], [1.46, 2.68], [1.44, 2.65], [1.41, 2.56], [1.5, 2.41], [1.4, 2.75], [1.4, 2.75]]
2323246;7092;6715;[[1.34, 3.18], [1.37, 2.93], [1.34, 3.18], [1.35, 3.21], [1.44, 2.6], [1.34, 3.18], [1.42, 2.52], [1.27, 3.4], [1.4, 2.75], [1.5, 2.5]]
2323247;9145;7567;[[4.46, 1.18], [4.93, 1.15], [4.46, 1.18], [4.5, 1.19], [3.8, 1.22], [4.46, 1.18], [4.22, 1.12], [4.72, 1.15], [5.5, 1.12]]
2323183;9138;8934;[[1.56, 2.45], [1.46, 2.44], [1.45, 2.45], [1.5, 2.44], [1.5, 2.4], [1.5, 2.5]]
2323254;9155;8898;[[4.0, 1.21], [4.0, 1.21], [4.04, 1.22], [3.98, 1.21], [3.53, 1.2], [4.03, 1.2], [3.55, 1.25], [4.0, 1.22]]
2323255;5946;8772;[[1.54, 2.35], [1.58, 2.41], [1.54, 2.35], [1.56, 2.37], [1.53, 2.34], [1.35, 2.72], [1.34, 2.76], [1.55, 2.29], [1.45, 2.55], [1.4, 2.75]]
2323256;8589;9147;[[1.25, 3.62], [1.2, 4.54], [1.25, 3.62], [1.26, 3.65], [1.25, 3.7], [1.25, 3.6], [1.19, 3.62], [1.18, 3.61], [1.2, 4.03], [1.22, 3.8], [1.2, 4.33]]
2323257;9055;9148;[[1.28, 3.43], [1.28, 3.43], [1.29, 3.46], [1.25, 3.7], [1.27, 3.41], [1.21, 3.48], [1.2, 3.51], [1.25, 3.55], [1.22, 3.8]]
2323219;8120;7898;[[1.32, 3.3], [1.2, 4.08], [1.23, 4.22], [1.2, 4.08], [1.22, 4.12], [1.2, 4.15], [1.2, 4.06], [1.15, 3.98], [1.15, 3.96], [1.16, 4.59], [1.2, 4.0], [1.2, 4.33]]
2323184;7666;7375;[[1.13, 6.05], [1.1, 6.25], [1.04, 5.75], [1.04, 5.64], [1.14, 5.05], [1.1, 5.75], [1.14, 5.0]]
2323260;9149;9151;[[1.63, 2.29], [1.64, 2.12], [1.62, 2.12], [1.57, 2.25], [1.7, 2.05], [1.72, 2.0]]
2323261;9150;9099;[[3.76, 1.27], [3.5, 1.2], [3.54, 1.19], [3.03, 1.33], [2.95, 1.35], [3.0, 1.36]]
2323259;7718;4501;[[2.7, 1.44], [3.85, 1.22], [3.65, 1.29], [3.85, 1.22], [3.88, 1.23], [2.9, 1.37], [3.81, 1.21], [3.44, 1.21], [3.46, 1.2], [4.32, 1.18], [3.2, 1.3], [3.4, 1.3]]
2323293;8934;7666;[[4.5, 1.1], [7.74, 1.05]]
2323220;7144;6343;[[2.2, 1.64], [2.04, 1.72], [2.14, 1.71], [2.04, 1.72], [2.06, 1.74], [2.05, 1.71], [2.04, 1.72], [2.04, 1.68], [2.06, 1.69], [2.05, 1.7], [2.1, 1.66]]
2323266;8728;8113;[[3.37, 1.28], [3.07, 1.38], [3.37, 1.28], [3.41, 1.3], [3.36, 1.28], [2.82, 1.4], [3.24, 1.24], [3.56, 1.26], [3.35, 1.28], [3.25, 1.33]]
2323267;8297;9013;[[1.09, 6.47], [1.06, 9.3], [1.09, 6.47], [1.1, 6.53], [1.08, 6.44], [1.04, 5.75], [1.04, 5.65], [1.05, 8.13], [1.07, 7.0], [1.1, 6.5]]
2323295;9156;9159;[[1.53, 2.53]]
2323296;9158;9157;[[1.65, 2.25]]
2323303;8297;8728;[[1.34, 2.79]]
2323171;8623;9038;[[1.64, 2.14], [1.42, 2.9], [1.64, 2.14], [1.66, 2.16], [1.54, 2.35], [1.64, 2.13], [1.37, 3.01], [1.28, 3.0], [1.31, 3.2], [1.35, 2.95], [1.36, 3.0]]
2323172;9160;8815;[[1.18, 3.68], [1.22, 4.14]]
2323113;5973;6673;[[1.45, 2.75], [1.3, 3.36], [1.32, 3.43], [1.3, 3.36], [1.31, 3.37], [3.3, 1.29], [1.3, 3.36], [1.37, 3.26], [1.26, 3.15], [1.29, 3.31], [1.3, 3.0], [1.3, 3.4]]
2323114;6137;9037;[[1.18, 4.74], [1.11, 6.68], [1.18, 4.76], [1.18, 4.76], [1.08, 6.5], [1.18, 4.74], [1.12, 6.9], [1.13, 4.09], [1.11, 5.68], [1.12, 5.25], [1.1, 6.5]]
2323115;4608;4863;[[1.33, 3.2], [1.15, 5.19], [1.15, 5.56], [1.15, 5.19], [1.15, 5.21], [5.3, 1.12], [1.15, 5.19], [1.22, 4.14], [1.07, 5.03], [1.13, 5.2], [1.15, 4.3], [1.16, 4.5]]
2323235;8435;9124;[[1.16, 4.69], [1.17, 5.17], [1.16, 4.69], [1.17, 4.74], [1.14, 5.0], [1.15, 4.67], [1.16, 5.1], [1.14, 4.05], [1.08, 6.44], [1.15, 4.75], [1.16, 4.5]]
2323116;8068;5378;[[1.9, 1.9], [1.91, 1.87], [2.02, 1.8], [1.92, 1.88], [1.92, 1.88], [1.74, 2.0], [1.91, 1.87], [2.06, 1.81], [1.98, 1.73], [1.87, 1.85], [1.95, 1.72], [1.83, 1.83]]
2323185;9116;6922;[[2.45, 1.5], [2.4, 1.58], [2.45, 1.5], [2.47, 1.51], [2.35, 1.54], [2.44, 1.49], [2.38, 1.22], [2.56, 1.4], [2.25, 1.57], [2.3, 1.55], [2.62, 1.44]]
2323186;8668;5607;[[1.18, 4.39], [1.13, 5.93], [1.18, 4.39], [1.19, 4.43], [1.2, 4.25], [1.17, 4.37], [1.13, 5.6], [1.07, 5.0], [1.11, 5.55], [1.2, 4.0], [1.2, 4.33]]
2323291;9124;6922;[[4.69, 1.16], [5.53, 1.15], [4.69, 1.16], [4.74, 1.17], [5.0, 1.14], [4.67, 1.15], [5.4, 1.14], [4.7, 1.09], [6.82, 1.07], [4.75, 1.15], [4.5, 1.16]]
2323117;4494;7533;[[1.57, 2.4], [1.54, 2.45], [1.52, 2.54], [1.54, 2.46], [1.54, 2.46], [1.51, 2.4], [1.54, 2.45], [1.58, 2.48], [1.48, 2.37], [1.4, 2.75], [1.4, 2.6], [1.44, 2.62]]
2323118;8120;6651;[[2.45, 1.53], [2.72, 1.43], [2.68, 1.48], [2.72, 1.43], [2.73, 1.44], [2.55, 1.46], [2.72, 1.43], [2.03, 1.77], [2.71, 1.36], [2.93, 1.36], [2.6, 1.4], [2.62, 1.44]]
2323210;7856;7489;[[1.7, 2.1], [1.61, 2.18], [1.55, 2.47], [1.61, 2.18], [1.63, 2.2], [1.61, 2.2], [1.6, 2.16], [1.51, 2.4], [1.59, 2.16], [1.56, 2.3], [1.5, 2.4], [1.66, 2.1]]
2323298;8637;8135;[[1.59, 2.3], [1.54, 2.35], [1.51, 2.58], [1.54, 2.35], [1.56, 2.37], [1.47, 2.5], [1.53, 2.34], [1.38, 2.85], [1.32, 2.83], [1.38, 2.84], [1.5, 2.4], [1.4, 2.75]]
2323119;4411;5310;[[1.73, 2.1], [1.59, 2.29], [1.67, 2.22], [1.59, 2.29], [1.6, 2.3], [1.56, 2.3], [1.59, 2.29], [1.65, 2.32], [1.53, 2.27], [1.46, 2.55], [1.55, 2.2], [1.53, 2.37]]
2323120;6902;6211;[[1.77, 2.05], [1.82, 1.95], [1.82, 2.0], [1.83, 1.96], [1.83, 1.96], [1.8, 1.94], [1.82, 1.95], [1.87, 1.99], [1.73, 1.98], [1.69, 2.06], [1.72, 1.95], [1.8, 1.9]]
2323312;6762;6959;[[1.87, 1.85], [1.62, 2.31], [1.87, 1.85], [1.89, 1.87], [1.86, 1.84], [1.83, 1.89], [1.73, 1.97], [1.75, 1.95], [1.72, 2.0]]
2323300;4501;8637;[[1.57, 2.35], [1.6, 2.26], [1.54, 2.49], [1.6, 2.27], [1.6, 2.27], [1.59, 2.25], [1.58, 2.23], [1.53, 2.45], [1.49, 2.35], [1.5, 2.44], [1.6, 2.2], [1.57, 2.25]]
2323301;8823;5378;[[3.8, 1.25], [3.48, 1.27], [3.59, 1.29], [3.51, 1.28], [3.51, 1.28], [3.65, 1.25], [3.46, 1.26], [3.36, 1.31], [3.12, 1.26], [4.58, 1.16], [3.75, 1.25]]
2323304;7020;9062;[[1.36, 2.93], [1.37, 2.96], [1.37, 2.96], [1.36, 2.92], [1.3, 3.44], [1.27, 3.07], [1.25, 3.64], [1.36, 3.0]]
2323313;6652;8992;[[2.1, 1.67], [1.96, 1.86], [2.1, 1.67], [2.12, 1.69], [2.09, 1.66], [2.03, 1.7], [2.12, 1.62], [1.75, 1.95], [1.8, 1.9]]
2323299;6094;4501;[[2.68, 1.42], [2.76, 1.45], [2.71, 1.44], [2.71, 1.44], [2.5, 1.47], [2.67, 1.42], [2.45, 1.53], [2.75, 1.35], [2.66, 1.43], [2.4, 1.5], [2.62, 1.44]]
2323314;6762;8481;[[4.4, 1.18], [3.89, 1.26], [4.44, 1.19], [4.44, 1.19], [4.38, 1.17], [3.8, 1.17], [3.89, 1.15], [3.8, 1.22], [4.0, 1.22]]
2323302;7299;6134;[[2.6, 1.47], [2.78, 1.41], [2.72, 1.47], [2.79, 1.42], [2.79, 1.42], [2.6, 1.44], [2.75, 1.4], [2.7, 1.45], [3.04, 1.28], [2.91, 1.36], [2.55, 1.45], [2.62, 1.44]]
2323305;8513;6978;[[1.37, 2.94], [1.46, 2.76], [1.38, 2.97], [1.36, 3.06], [1.41, 2.75], [1.35, 3.03], [1.33, 2.86], [1.33, 2.8], [1.3, 3.27], [1.4, 2.75], [1.44, 2.62]]
2323315;6959;8481;[[4.54, 1.17], [3.84, 1.27], [4.58, 1.18], [4.58, 1.18], [4.52, 1.16], [3.68, 1.18], [3.9, 1.15], [3.55, 1.25], [4.33, 1.2]]
2322367;8895;9104;[[1.66, 2.09], [1.7, 2.17], [1.66, 2.09], [1.68, 2.11], [1.65, 2.07], [1.64, 2.14], [1.42, 2.53], [1.63, 2.16], [1.7, 2.05], [1.72, 2.0]]
2322368;9104;8895;[[2.09, 1.66], [2.17, 1.7], [2.09, 1.66], [2.11, 1.68], [2.07, 1.65], [2.14, 1.64], [2.99, 1.29], [2.16, 1.63], [2.05, 1.7], [2.0, 1.72]]
2323175;6799;8825;[[1.65, 2.14], [1.53, 2.37], [1.57, 2.21], [1.52, 2.39], [1.6, 2.2], [1.61, 2.2]]
2322369;7830;8297;[[2.45, 1.5], [2.48, 1.55], [2.44, 1.49], [2.46, 1.51], [2.6, 1.44], [2.42, 1.48], [2.71, 1.36], [3.33, 1.29], [2.55, 1.45], [2.62, 1.44]]
2322370;8297;7830;[[1.35, 2.94], [1.55, 2.48], [1.35, 2.94], [1.36, 2.97], [1.44, 2.6], [1.34, 2.92], [1.38, 2.64], [1.29, 3.33], [1.45, 2.55], [1.44, 2.62]]
2323316;8871;8989;[[1.23, 4.1], [1.14, 4.0], [1.2, 4.16], [1.25, 3.55], [1.16, 4.5]]
2323208;9074;5479;[[6.02, 1.1], [7.83, 1.08], [6.02, 1.1], [6.08, 1.11], [5.5, 1.11], [5.99, 1.1], [7.5, 1.08], [5.09, 1.07], [6.0, 1.11]]
2322358;7653;8728;[[2.07, 1.67], [1.5, 2.61], [2.07, 1.67], [2.09, 1.69], [1.8, 1.94], [2.05, 1.66], [2.01, 1.7], [1.63, 2.16], [1.8, 1.9], [1.8, 1.9]]
2323209;5158;8623;[[1.3, 3.27], [1.32, 3.39], [1.3, 3.27], [1.29, 3.3], [1.37, 2.84], [1.37, 3.03], [1.27, 3.1], [1.34, 3.02], [1.3, 3.2], [1.3, 3.4]]
2322359;8728;7653;[[1.67, 2.07], [2.61, 1.5], [1.67, 2.07], [1.69, 2.09], [1.94, 1.8], [1.66, 2.05], [1.67, 2.05], [2.16, 1.63], [1.9, 1.8], [1.9, 1.8]]
2323121;6673;7533;[[2.76, 1.43], [3.07, 1.38], [2.76, 1.43], [2.77, 1.44], [2.9, 1.37], [2.76, 1.43], [3.22, 1.37], [3.25, 1.24], [2.75, 1.4], [3.0, 1.36]]
2323122;5378;6651;[[2.88, 1.38], [2.54, 1.52], [2.88, 1.38], [2.89, 1.39], [2.5, 1.5], [2.88, 1.38], [2.55, 1.55], [2.31, 1.51], [2.4, 1.5], [2.62, 1.44]]
2323123;6211;5310;[[2.88, 1.4], [2.96, 1.4], [2.88, 1.4], [2.89, 1.41], [2.8, 1.4], [2.88, 1.4], [2.97, 1.42], [2.88, 1.31], [2.89, 1.37], [2.7, 1.36], [3.0, 1.36]]
2323124;4608;9037;[[1.21, 4.22], [1.2, 4.63], [1.21, 4.22], [1.15, 5.21], [1.17, 4.5], [1.21, 4.22], [1.21, 4.68], [1.12, 4.2], [1.2, 4.14], [1.16, 4.0], [1.14, 5.0]]
2323317;9123;6010;[[6.83, 1.07], [8.84, 1.07], [6.9, 1.08], [6.9, 1.08], [8.0, 1.05], [6.77, 1.06], [8.7, 1.06], [6.0, 1.03], [8.9, 1.04], [7.0, 1.07], [8.0, 1.06]]
2323125;4494;4863;[[1.4, 2.88], [1.4, 2.95], [1.4, 2.88], [1.41, 2.89], [1.29, 3.35], [1.4, 2.88], [1.43, 2.94], [1.29, 2.99], [1.29, 3.33], [1.33, 2.87], [1.4, 2.75]]
2323126;6137;8120;[[1.33, 3.2], [1.43, 2.85], [1.33, 3.2], [1.33, 3.22], [1.34, 3.05], [1.33, 3.2], [1.38, 3.2], [1.29, 2.98], [1.31, 3.19], [1.36, 2.7], [1.33, 3.25]]
2323330;8637;8481;[[3.21, 1.31], [2.84, 1.43], [3.24, 1.32], [3.24, 1.32], [3.0, 1.34], [3.19, 1.3], [2.79, 1.43], [2.99, 1.29], [3.13, 1.32], [2.95, 1.35], [3.0, 1.36]]
2323127;6902;5973;[[3.16, 1.34], [3.31, 1.34], [3.16, 1.34], [3.18, 1.35], [3.0, 1.34], [3.16, 1.34], [3.28, 1.36], [3.05, 1.27], [3.37, 1.28], [3.0, 1.3], [3.5, 1.28]]
2323128;8068;4411;[[3.0, 1.37], [3.0, 1.4], [3.0, 1.37], [3.01, 1.37], [3.15, 1.32], [3.0, 1.37], [3.02, 1.39], [3.23, 1.24], [3.19, 1.31], [2.87, 1.33], [3.4, 1.3]]
2323307;6896;4602;[[7.7, 2.3], [3.13, 1.32], [3.5, 1.31], [8.5, 1.05], [10.5, 1.69]]
2323328;7489;8847;[[1.5, 2.45], [1.52, 2.54], [1.5, 2.45], [1.52, 2.47], [1.5, 2.45], [1.49, 2.43], [1.51, 2.39], [1.36, 2.69], [1.42, 2.7], [1.5, 2.4], [1.53, 2.37]]
2323331;6134;4501;[[1.86, 1.86], [1.97, 1.84], [1.88, 1.88], [1.88, 1.88], [1.86, 1.86], [1.85, 1.85], [1.95, 1.83], [1.87, 1.84], [1.75, 1.98], [1.9, 1.8], [1.9, 1.8]]
2323332;8823;9099;[[2.17, 1.63], [1.97, 1.85], [2.19, 1.64], [2.19, 1.64], [1.87, 1.85], [2.16, 1.62], [1.91, 1.87], [2.03, 1.69], [1.9, 1.82], [1.83, 1.83]]
2323333;8481;6978;[[1.66, 2.11], [1.86, 1.95], [1.68, 2.13], [1.68, 2.13], [1.71, 2.05], [1.65, 2.1], [1.77, 2.02], [1.84, 1.87], [1.64, 2.15], [1.75, 1.95], [1.72, 2.0]]
2323334;6855;7020;[[1.82, 1.9], [1.91, 1.9], [1.84, 1.92], [1.84, 1.92], [1.82, 1.89], [1.81, 1.89], [2.01, 1.78], [1.75, 1.96], [1.9, 1.82], [1.8, 1.9], [1.8, 1.9]]
2323335;7144;7331;[[1.5, 2.43], [1.56, 2.45], [1.52, 2.46], [1.52, 2.46], [1.44, 2.6], [1.5, 2.43], [1.54, 2.43], [1.33, 2.8], [1.44, 2.62], [1.44, 2.62]]
